std_ymd,week_cd,ods_events_yyyymmdd,auth_id,event_name,isGuest,isFirst,pathCurriculumId,lastStepIndex,lastUnitIndex,stepIndex,unitIndex,stepType,stepStatus
2023-09-30,97,20230930,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,1,3,13,null,null,null,null
2023-09-26,97,20230926,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,2,3,1,null,null,null,null
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,3,1,1,null,null,null,null
2023-09-24,97,20230924,JHRdQdJWQrmH65m7odosVw,path_tab_step_click,null,null,3,null,null,5,3,REVIEW,INPROGRESS
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,2,7,8,null,null,null,null
2023-09-30,97,20230930,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,1,null,null,1,14,VIDEO,NOT_STARTED
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,2,3,6,null,null,null,null
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,2,null,null,2,5,LECTURE,NOT_STARTED
2023-09-30,97,20230930,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,3,5,1,null,null,null,null
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,2,7,9,null,null,null,null
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,2,6,3,null,null,null,null
2023-09-27,97,20230927,ONG8kdYrQGqUP17PgZZFmA,path_tab_step_click,null,null,3,null,null,1,1,SNACK,INPROGRESS
2023-09-24,97,20230924,JHRdQdJWQrmH65m7odosVw,path_tab_visit,0,0,3,2,4,null,null,null,null
2023-09-30,97,20230930,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,3,1,1,null,null,null,null
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,2,1,6,null,null,null,null
2023-09-26,97,20230926,3tv6xAvjSiOBvn6Pi8LkGw,path_tab_visit,0,0,3,1,3,null,null,null,null
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,2,null,null,2,3,LECTURE,NOT_STARTED
2023-09-30,97,20230930,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,1,null,null,3,13,VIDEO,NOT_STARTED
2023-09-30,97,20230930,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,3,5,1,null,null,null,null
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,2,null,null,6,3,SPEAK,NOT_STARTED
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,2,null,null,5,4,LECTURE,NOT_STARTED
2023-09-26,97,20230926,3tv6xAvjSiOBvn6Pi8LkGw,path_tab_visit,0,1,3,1,3,null,null,null,null
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,2,null,null,4,6,LECTURE,NOT_STARTED
2023-09-30,97,20230930,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,3,1,1,null,null,null,null
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,1,null,null,1,2,VIDEO,NOT_STARTED
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,1,null,null,5,2,QUIZ,NOT_STARTED
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,2,null,null,4,5,LECTURE,NOT_STARTED
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,1,4,4,null,null,null,null
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,2,1,1,null,null,null,null
2023-09-30,97,20230930,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,3,null,null,1,1,SNACK,NOT_STARTED
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,1,1,3,13,null,null,null,null
2023-09-24,97,20230924,JHRdQdJWQrmH65m7odosVw,path_tab_step_click,null,null,3,null,null,5,7,REVIEW,NOT_STARTED
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,2,1,6,null,null,null,null
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,1,3,13,null,null,null,null
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,1,null,null,2,3,SPEAKING,NOT_STARTED
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,2,null,null,4,4,LECTURE,NOT_STARTED
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_visit,0,0,2,7,4,null,null,null,null
2023-09-27,97,20230927,djaAx8sEQReRzImtd2sA3w,path_tab_step_click,null,null,2,null,null,2,6,LECTURE,NOT_STARTED
